timestamp,open,high,low,close,volume,turnover
2024-12-24 03:58:00,94304.9,94360.2,94304.9,94354.9,24.686,2328416.5396
2024-12-24 03:59:00,94354.9,94360.3,94331.9,94332.0,61.639,5815368.2262
2024-12-24 04:00:00,94332.0,94356.1,94285.2,94285.2,88.142,8314333.0078
2024-12-24 04:01:00,94285.2,94292.4,94257.9,94267.4,52.912,4988049.9506
2024-12-24 04:02:00,94267.4,94306.2,94267.4,94306.2,26.874,2533958.1899
2024-12-24 04:03:00,94306.2,94306.6,94266.1,94300.2,39.863,3758790.3666
2024-12-24 04:04:00,94300.2,94300.2,94299.9,94300.0,67.793,6392876.6209
2024-12-24 04:05:00,94300.0,94304.8,94258.8,94259.0,20.075,1892625.7386
2024-12-24 04:06:00,94259.0,94259.1,94224.0,94224.0,27.496,2591455.4372
2024-12-24 04:07:00,94224.0,94244.9,94216.0,94244.8,42.704,4023875.1384
2024-12-24 04:08:00,94244.8,94244.8,94184.1,94184.1,85.541,8059610.026
2024-12-24 04:09:00,94184.1,94184.4,94148.2,94148.2,36.053,3395132.0963
2024-12-24 04:10:00,94148.2,94153.9,94106.5,94106.5,78.095,7351522.4096
2024-12-24 04:11:00,94106.5,94141.5,94069.1,94141.3,114.691,10795053.5184
2024-12-24 04:12:00,94141.3,94180.5,94141.2,94146.5,52.927,4983468.5389
2024-12-24 04:13:00,94146.5,94187.2,94146.4,94187.0,36.251,3413449.0503
2024-12-24 04:14:00,94187.0,94240.8,94186.9,94195.2,39.206,3694029.4717
2024-12-24 04:15:00,94195.2,94250.0,94194.9,94230.7,50.024,4713186.0682
2024-12-24 04:16:00,94230.7,94250.0,94211.3,94211.6,19.261,1815148.9443
2024-12-24 04:17:00,94211.6,94246.6,94196.4,94246.6,30.667,2889517.4328
2024-12-24 04:18:00,94246.6,94270.6,94246.3,94257.5,14.518,1368460.9643
2024-12-24 04:19:00,94257.5,94260.2,94229.1,94229.4,20.088,1893338.1773
2024-12-24 04:20:00,94229.4,94276.2,94214.6,94253.4,19.174,1807473.7548
2024-12-24 04:21:00,94253.4,94276.0,94240.5,94272.8,50.037,4716339.0305
2024-12-24 04:22:00,94272.8,94300.0,94272.8,94300.0,45.113,4253892.3296
2024-12-24 04:23:00,94300.0,94358.4,94299.9,94358.2,30.882,2913471.5622
2024-12-24 04:24:00,94358.2,94370.2,94300.0,94300.0,79.062,7459240.0465
2024-12-24 04:25:00,94300.0,94300.1,94280.6,94290.1,112.599,10616888.8832
2024-12-24 19:26:00,98450.0,98450.3,98330.0,98331.9,68.829,6771881.5536
2024-12-24 19:27:00,98331.9,98337.2,98200.5,98205.8,246.984,24273261.6862
2024-12-24 19:28:00,98205.8,98269.2,98190.3,98268.9,319.764,31414989.546
2024-12-24 19:29:00,98268.9,98269.2,98170.0,98173.4,149.211,14650777.9743
2024-12-24 19:30:00,98173.4,98231.1,98100.0,98136.7,149.479,14670955.1672
2024-12-24 19:31:00,98136.7,98264.2,98134.0,98258.5,286.605,28144862.0263
2024-12-24 19:32:00,98258.5,98297.1,98209.2,98276.4,122.047,11992331.5296
2024-12-24 19:33:00,98276.4,98350.0,98251.8,98350.0,88.143,8663617.4942
2024-12-24 19:34:00,98350.0,98386.7,98271.5,98271.5,137.476,13517838.1115
2024-12-24 19:35:00,98271.5,98271.6,98212.3,98223.0,62.076,6097942.1749
2024-12-24 19:36:00,98223.0,98264.5,98178.6,98225.6,64.808,6365836.3983
2024-12-24 19:37:00,98225.6,98225.6,98050.0,98062.0,73.819,7242550.777
2024-12-24 19:38:00,98062.0,98062.0,97904.0,97982.0,219.209,21481437.4144
2024-12-24 19:39:00,97982.0,98000.2,97935.5,97935.5,391.085,38316569.0035
2024-12-24 19:40:00,97935.5,98005.2,97931.0,98005.2,117.812,11542621.7796
2024-12-24 19:41:00,98005.2,98027.2,97920.0,97989.9,77.932,7634252.4261
2024-12-24 19:42:00,97989.9,98029.1,97968.5,98029.1,86.367,8462569.6447
2024-12-24 19:43:00,98029.1,98040.8,97926.0,97971.5,40.708,3987610.1106
2024-12-24 19:44:00,97971.5,98061.1,97933.3,98060.4,63.112,6185739.0244
2024-12-24 19:45:00,98060.4,98060.4,97971.5,98019.6,236.389,23168001.2391
2024-12-24 19:46:00,98019.6,98078.7,97982.1,98050.0,456.046,44699317.7379
2024-12-24 19:47:00,98050.0,98050.0,97975.0,97980.6,26.816,2627685.0446
2024-12-24 19:48:00,97980.6,97980.6,97900.0,97904.1,60.357,5910127.1424
2024-12-24 19:49:00,97904.1,97904.4,97900.0,97900.3,143.487,14047599.4672
2024-12-24 19:50:00,97900.3,97980.2,97900.3,97962.6,52.369,5128924.8869
2024-12-24 19:51:00,97962.6,97962.7,97908.9,97909.2,41.598,4073745.8259
2024-12-24 19:52:00,97909.2,97909.2,97730.1,97816.4,179.39,17541909.0968
2024-12-24 19:53:00,97816.4,97863.0,97790.0,97859.9,439.009,42941935.2047
2024-12-24 19:54:00,97859.9,97859.9,97755.0,97755.0,82.002,8017929.8655
2024-12-24 19:55:00,97755.0,97790.0,97640.0,97663.9,122.532,11971997.4688
2024-12-24 19:56:00,97663.9,97664.2,97588.0,97588.3,228.375,22295943.7094
2024-12-24 19:57:00,97588.3,97606.8,97522.5,97543.8,235.812,23009104.8762
2024-12-24 19:58:00,97543.8,97676.4,97543.8,97650.8,354.355,34601686.7553
2024-12-24 19:59:00,97650.8,97650.8,97558.7,97558.7,213.282,20818093.1644
2024-12-24 20:00:00,97558.7,97664.4,97558.4,97649.6,82.055,8010564.8808
2024-12-24 20:01:00,97649.6,97737.9,97630.0,97630.3,148.609,14516114.5885
2024-12-24 20:02:00,97630.3,97630.3,97517.8,97534.7,156.203,15237039.731
2024-12-24 20:03:00,97534.7,97637.6,97534.7,97554.6,93.969,9169090.2133
2024-12-24 20:04:00,97554.6,97569.8,97524.0,97544.3,81.191,7919942.528
2024-12-24 20:05:00,97544.3,97544.6,97467.8,97480.0,210.807,20553141.0019
2024-12-24 20:06:00,97480.0,97480.3,97456.6,97479.9,411.101,40071112.9677
2024-12-24 20:07:00,97479.9,97479.9,97450.0,97450.3,109.768,10698175.4629
2024-12-24 20:08:00,97450.3,97450.3,97263.1,97350.3,326.77,31803494.3294
2024-12-24 20:09:00,97350.3,97598.1,97228.7,97573.0,654.785,63760541.8991
2024-12-24 20:10:00,97573.0,97582.2,97460.4,97526.8,374.874,36549486.4321
2024-12-24 20:11:00,97526.8,97544.0,97320.0,97320.3,113.757,11079062.1113
2024-12-24 20:12:00,97320.3,97425.7,97300.0,97390.4,90.346,8798062.5514
2024-12-24 20:13:00,97390.4,97410.4,97330.0,97336.8,64.209,6251840.5958
2024-12-24 20:14:00,97336.8,97586.1,97313.7,97581.4,53.711,5233070.7871
2024-12-24 20:15:00,97581.4,97581.4,97443.6,97491.4,77.005,7509730.917
2024-12-24 20:16:00,97491.4,97640.2,97411.7,97640.1,95.423,9309225.6684
2024-12-24 20:17:00,97640.1,97888.0,97579.1,97888.0,272.575,26645127.7551
2024-12-24 20:18:00,97888.0,97920.2,97771.1,97812.7,475.714,46542893.3752
2024-12-24 20:19:00,97812.7,97953.6,97812.7,97892.2,225.347,22065494.0747
2024-12-24 20:20:00,97892.2,98031.0,97867.9,97938.2,226.563,22193360.9936
2024-12-24 20:21:00,97938.2,97945.4,97764.4,97835.3,165.631,16205788.5202
2024-12-24 20:22:00,97835.3,97847.0,97725.9,97847.0,124.679,12191522.9444
2024-12-24 20:23:00,97847.0,97943.9,97815.6,97840.3,103.731,10152109.9173
2024-12-24 20:24:00,97840.3,97840.4,97788.4,97810.3,83.801,8197403.3854
2024-12-24 20:25:00,97810.3,97892.0,97800.0,97800.0,77.092,7542874.1348
2024-12-24 20:26:00,97800.0,97875.2,97800.0,97860.5,75.256,7362277.6737
2024-12-24 20:27:00,97860.5,97860.8,97761.0,97774.3,41.176,4027470.6663
2024-12-24 20:28:00,97774.3,97814.7,97719.5,97798.9,47.497,4643589.8886
2024-12-24 20:29:00,97798.9,97798.9,97758.5,97786.1,47.001,4595877.9772
2024-12-24 20:30:00,97786.1,97875.3,97774.0,97857.5,30.345,2968508.9502
2024-12-24 20:31:00,97857.5,97857.5,97764.3,97777.3,71.888,7031375.8053
2024-12-24 20:32:00,97777.3,97869.6,97750.0,97859.3,116.817,11425977.7905
2024-12-24 20:33:00,97859.3,97935.4,97849.8,97916.5,64.43,6307035.2932
2024-12-24 20:34:00,97916.5,97952.9,97906.2,97928.7,70.93,6946223.9291
2024-12-24 20:35:00,97928.7,97928.7,97823.9,97877.5,86.742,8490775.3505
2024-12-24 20:36:00,97877.5,97877.5,97781.0,97812.4,52.151,5101631.5367
2024-12-24 20:37:00,97812.4,97830.4,97790.7,97797.8,23.351,2284044.0214
2024-12-24 20:38:00,97797.8,97825.9,97761.8,97800.1,23.199,2268353.5517
2024-12-24 20:39:00,97800.1,97850.8,97790.0,97830.3,44.591,4362004.1706
2024-12-24 20:40:00,97830.3,97830.6,97724.8,97768.4,35.794,3499345.5146
2024-12-24 20:41:00,97768.4,97810.5,97637.1,97637.4,59.174,5783216.3914
2024-12-24 20:42:00,97637.4,97679.9,97600.0,97600.0,75.061,7329232.5035
2024-12-24 20:43:00,97600.0,97709.2,97600.0,97708.9,75.968,7419931.0249
2024-12-24 20:44:00,97708.9,97713.0,97664.7,97670.8,41.227,4027252.4908
2024-12-24 20:45:00,97670.8,97749.8,97647.2,97747.5,50.296,4914548.6271
2024-12-24 20:46:00,97747.5,97787.4,97701.7,97701.7,58.251,5693914.8839
2024-12-24 20:47:00,97701.7,97748.6,97698.2,97728.1,51.353,5018923.3676
2024-12-24 20:48:00,97728.1,97760.3,97674.1,97682.7,20.101,1964366.9532
2024-12-24 20:49:00,97682.7,97727.7,97639.2,97641.6,12.525,1223474.5044
2024-12-24 20:50:00,97641.6,97641.6,97606.6,97626.7,25.588,2497949.9553
